author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,uuid
"Hormozi, Alex","Alex Hormozi","","/Users/andriigorishnii/Calibre Library/Alex Hormozi/$100M Money Models_ How To Make Money (184)/cover.jpg","2025-09-21T15:40:44-07:00","epub","","184","mobi-asin:B0FMXTZ4MH","eng","Calibre Library","2025-08-17T17:00:00-07:00","","","","1.0","5442539","","$100M Money Models: How To Make Money","$100M Money Models: How To Make Money","aa4a7284-2c6f-4391-b9db-c0a450b4ddc4"
"Сунь-Дзи","Сунь-Дзи","Українською «Мистецтво війни» Сунь-дзи тлумачиться вперше. Перекладач, історик філософії Сходу, переконаний, що філософсько-стратегічний твір давньокитайського воєначальника та викладені в ньому ідеї і поради стосуються не лише стратегії бою і завоювання, але й усієї діяльності людини, зокрема й бізнесу.","/Users/andriigorishnii/Calibre Library/Sun'-Dzi/Mistietstvo viini (185)/cover.jpg","2025-09-21T15:46:17-07:00","epub","978-617-679-145-4","185","isbn:978-617-679-145-4,uri:urn:uuid:5a06ede3-cba6-46e6-b337-ecf946eacf74","ukr","Calibre Library","2016-09-15T00:00:00-07:00","Видавництво Старого Лева","","","1.0","2092649","Antique","Мистецтво війни","Мистецтво війни","95264985-7d9b-4e49-86a0-b5a6edd3884d"
"Unknown","Unknown","","/Users/andriigorishnii/Calibre Library/Unknown/College Algebra (186)/cover.jpg","2025-09-21T15:53:45-07:00","pdf","","186","","","Calibre Library","0100-12-31T16:07:02-07:52:58","","","","1.0","70038200","","College Algebra","College Algebra","edb200db-3cd2-4d7b-b9ab-db9e32c663b5"
"Вокер, Метью","Метью Вокер","Сон — одна з останніх великих таємниць біології людини. Чимало вчених безуспішно намагалися розшифрувати незбагненний код сну, аж доки не розвинулися наукові методи дослідження мозку. Метью Вокер, американський професор нейронауки та психології, значну частину свого життя досліджує вплив сну на здоров'я людини. Учений з’ясував: сон — унікальний спосіб оздо­ровити мозок і тіло, ба більше — найдієвіший метод відтермінувати старіння.  То яким є природний сон? Чому ми бачимо сновидіння і чи можемо ними керувати? Хто спить лише половиною мозку? Як змінюється сон упродовж людського життя? І як врешті подолати безсоння? На ці та безліч інших запитань Метью Вокер дає нам вичерпні, науково обґрунтовані відповіді.  Книжка призначена всім, хто цікавляться питаннями біології людини та хотіли б у природний спосіб підвищити якість свого життя.","/Users/andriigorishnii/Calibre Library/Miet'iu Vokier/Chomu mi spimo. Koristaiemo z usikh mozhlivostiei snu ta snovidin' (187)/cover.jpg","2025-09-21T15:58:55-07:00","epub","","187","","ukr","Calibre Library","2022-08-23T00:00:00-07:00","Видавництво Старого Лева","","","1.0","1329568","© Метью Вокер, текст, 2017 © Ксенислава Крапка, переклад, 2022 © Вікторія Кучма, дизайн обкладинки, 2022 © Видавництво Старого Лева, українське видання, 2022","Чому ми спимо. Користаємо з усіх можливостей сну та сновидінь","Чому ми спимо. Користаємо з усіх можливостей сну та сновидінь","b4830f3e-64e3-4203-8bdb-dc74887932ca"
"Campbell, Joseph","Joseph Campbell","Mythology","/Users/andriigorishnii/Calibre Library/Joseph Campbell/The Hero With A Thousand Faces, Commemorative Edition (Princeton University Press; 2004) (188)/cover.jpg","2025-09-21T16:00:55-07:00","pdf","","188","","","Calibre Library","2008-02-14T13:41:45-08:00","","","","1.0","8372929","mythology","The Hero With A Thousand Faces, Commemorative Edition (Princeton University Press; 2004)","Hero With A Thousand Faces, Commemorative Edition (Princeton University Press; 2004), The","d592d818-2fed-4d6c-94ca-9b1c71129642"
"Mello, Anthony de","Anthony de Mello","In a captivating, worldwide ministry, Anthony de Mello touched thousands through his workshops, conferences and retreats on achieving peace and happiness through increased spiritual awareness. De Mello's comprehensive course on the spiritual life is collected here for the first time as he presented it.","/Users/andriigorishnii/Calibre Library/Anthony de Mello/Awareness - a de Mello spirituality conference in his own words (189)/cover.jpg","2025-09-21T16:04:12-07:00","epub","","189","","eng","Calibre Library","2020-09-15T00:00:00-07:00","Auro e-Books","","","1.0","323242","SSpirituality","Awareness - a de Mello spirituality conference in his own words","Awareness - a de Mello spirituality conference in his own words","54b5ec7d-9e48-4057-afd6-3ef218b96720"
"Марш, Генрі","Генрі Марш","Правда — то його релігія, кажуть про Генрі Марша колеги. Власне, у цій книжці спогадів і роздумів відомого британського нейрохірурга ви знайдете багато захоплюючих історій, у яких головне — це етика стосунків між лікарем та пацієнтом, тонка межа між гіркою правдою і крихкою надією. Бути висококласним нейрохірургом — цього не досить, щоб бути Генрі Маршем. Треба ще мати найкращі людські якості — доброту, вимогливість до себе, любов до людей і неабиякий талант оповідача.","/Users/andriigorishnii/Calibre Library/Gienri Marsh/Istoriyi pro zhittia, smiert' i nieirokhirurghiiu (190)/cover.jpg","2025-09-21T16:05:28-07:00","epub","978-617-679-174-4","190","isbn:978-617-679-174-4,uri:urn:uuid:{00002e64-1bca-5e72-9903-729d43eba07d}","ukr","Calibre Library","2015-09-15T00:00:00-07:00","Видавництво Старого Лева","","","1.0","1095696","Contemporary Fiction","Історії про життя, смерть і нейрохірургію","Історії про життя, смерть і нейрохірургію","893781ba-26c7-4b26-8a51-96802f0fe484"
"3-05.70, FM","FM 3-05.70","May 2002","/Users/andriigorishnii/Calibre Library/FM 3-05.70/Survival (191)/cover.jpg","2025-09-21T16:08:14-07:00","pdf","","191","","","Calibre Library","2002-08-26T09:57:30-07:00","","","","1.0","21019230","May 2002","Survival","Survival","8b139b68-32f7-450c-b538-931a7014913f"
"Unknown","Unknown","","/Users/andriigorishnii/Calibre Library/Unknown/The New Book Publishing Playbook (192)/cover.jpg","2025-09-21T16:08:46-07:00","pdf","","192","","","Calibre Library","0100-12-31T16:07:02-07:52:58","","","","1.0","4233580","","The New Book Publishing Playbook","New Book Publishing Playbook, The","f469396e-4032-4386-a54c-008d0e3fa8fd"
"Géron, Aurélien","Aurélien Géron","","/Users/andriigorishnii/Calibre Library/Aurelien Geron/Hands-on Machine Learning with Scikit-Learn, Keras, and TensorFlow (193)/cover.jpg","2025-09-21T16:10:17-07:00","pdf","","193","","eng","Calibre Library","2019-10-10T07:06:12-07:00","","","","1.0","58542927","","Hands-on Machine Learning with Scikit-Learn, Keras, and TensorFlow","Hands-on Machine Learning with Scikit-Learn, Keras, and TensorFlow","2da7839e-2aa0-4ecb-b7bf-2215fd2634e1"
"Deutsch, David","David Deutsch","<p><B>A bold and all-embracing exploration of the nature and progress of knowledge from one of today's great thinkers. </B></p><p><B></B></p><p><B></B>Throughout history, mankind has struggled to understand life's mysteries, from the mundane to the seemingly miraculous. In this important new book, David Deutsch, an award-winning pioneer in the field of quantum computation, argues that <I>explanations</I> have a fundamental place in the universe. They have unlimited scope and power to cause change, and the quest to improve them is the basic regulating principle not only of science but of all successful human endeavor. This stream of ever improving explanations has infinite reach, according to Deutsch: we are subject only to the laws of physics, and they impose no upper boundary to what we can eventually understand, control, and achieve. </p><p></p><p>In his previous book, <I>The Fabric of Reality</I>, Deutsch describe the four deepest strands of existing knowledge-the theories...","/Users/andriigorishnii/Calibre Library/David Deutsch/The Beginning of Infinity (194)/cover.jpg","2025-09-27T08:16:54-07:00","epub","9780141969695","194","isbn:9780141969695","eng","Calibre Library","2011-02-15T23:00:00-08:00","Penguin Adult","","","1.0","2786500","","The Beginning of Infinity","Beginning of Infinity, The","0ae36641-84c3-4250-bb06-796d6d3fc192"
"Russell, Peter Norvig Stuart J.","Peter Norvig Stuart J. Russell","","/Users/andriigorishnii/Calibre Library/Peter Norvig Stuart J. Russell/0132642824.pdf (195)/cover.jpg","2025-10-07T14:28:59-07:00","pdf","","195","","","Calibre Library","2010-06-16T01:33:57-07:00","","","","1.0","20876815","","0132642824.pdf","0132642824.pdf","63fbe293-d4e0-4db6-bb3c-b8e400714903"
"Mukherjee, Siddhartha","Siddhartha Mukherjee","","/Users/andriigorishnii/Calibre Library/Siddhartha Mukherjee/The Gene_ An Intimate History (196)/cover.jpg","2025-12-28T14:54:52-08:00","epub","","196","mobi-asin:B017I25DCC","eng","Calibre Library","2016-05-17T00:00:00-07:00","Scribner","","","1.0","4022708","","The Gene: An Intimate History","Gene: An Intimate History, The","b226a627-e68e-4ba9-822c-5d032933ccf4"
